TransactionID,FraudIndicator,Category,TransactionAmount,AnomalyScore,Timestamp,MerchantID,Amount,CustomerID,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag
900,0,Retail,56.47276107,0.031933281,2/7/2022 11:00,2094,36.87927531,1424,Customer 1424,37,Address 1424,4344.549864,2/28/2023,0
12,0,Food,17.79722202,0.451734945,1/1/2022 11:00,2746,95.55400892,1302,Customer 1302,54,Address 1302,2670.113015,10/29/2022,0
13,0,Other,64.78165788,0.44480312,1/1/2022 12:00,2092,47.13851441,1321,Customer 1321,47,Address 1321,2685.942365,11/17/2022,0
15,0,Other,35.45084414,0.8279264,1/1/2022 14:00,2849,99.83263446,1321,Customer 1321,47,Address 1321,2685.942365,11/17/2022,0
14,0,Travel,43.69145948,0.997339633,1/1/2022 13:00,2892,98.80425008,1700,Customer 1700,22,Address 1700,6735.159471,12/1/2023,0
16,0,Other,47.62737483,0.45594737,1/1/2022 15:00,2640,20.73503915,1463,Customer 1463,46,Address 1463,1847.326392,4/8/2023,0
17,0,Other,83.80043413,0.078616969,1/1/2022 16:00,2858,44.54511885,1962,Customer 1962,39,Address 1962,7989.117483,8/19/2024,0
18,0,Travel,67.01973545,0.532820295,1/1/2022 17:00,2479,27.05493667,1854,Customer 1854,57,Address 1854,9960.172528,5/3/2024,0
823,0,Other,47.24146112,0.565657333,2/4/2022 6:00,2013,61.03550803,1854,Customer 1854,57,Address 1854,9960.172528,5/3/2024,0
19,1,Food,79.67952921,0.252012286,1/1/2022 18:00,2470,13.61551916,1651,Customer 1651,58,Address 1651,8326.149989,10/13/2023,0
838,0,Retail,54.44925323,0.338050224,2/4/2022 21:00,2982,49.18725138,1651,Customer 1651,58,Address 1651,8326.149989,10/13/2023,0
20,0,Travel,23.12632325,0.279158608,1/1/2022 19:00,2933,20.80228964,1715,Customer 1715,57,Address 1715,9103.487494,12/16/2023,0
21,0,Travel,60.70535435,0.675940712,1/1/2022 20:00,2835,36.04360522,1724,Customer 1724,32,Address 1724,8830.491513,12/25/2023,0
338,0,Travel,21.95881977,0.074913695,1/15/2022 1:00,2346,59.40095528,1724,Customer 1724,32,Address 1724,8830.491513,12/25/2023,0
22,0,Online,53.84670687,0.124228478,1/1/2022 21:00,2220,99.1004274,1117,Customer 1117,52,Address 1117,7288.036638,4/27/2022,0
30,0,Retail,83.88421813,0.64660001,1/2/2022 5:00,2932,70.07512698,1117,Customer 1117,52,Address 1117,7288.036638,4/27/2022,0
150,0,Other,35.76256758,0.982727037,1/7/2022 5:00,2684,15.24013555,1117,Customer 1117,52,Address 1117,7288.036638,4/27/2022,0
180,0,Food,73.50579665,0.446695006,1/8/2022 11:00,2229,79.45616782,1117,Customer 1117,52,Address 1117,7288.036638,4/27/2022,0
23,0,Travel,15.57953819,0.19532639,1/1/2022 22:00,2465,85.42017819,1613,Customer 1613,21,Address 1613,8486.464783,9/5/2023,0
513,0,Food,64.97010132,0.647216915,1/22/2022 8:00,2867,57.82044735,1613,Customer 1613,21,Address 1613,8486.464783,9/5/2023,0
24,0,Retail,13.38677784,0.617289802,1/1/2022 23:00,2480,84.05328459,1643,Customer 1643,52,Address 1643,7833.796203,10/5/2023,0
25,0,Travel,98.4640558,0.244353038,1/2/2022 0:00,2305,50.25861245,1788,Customer 1788,27,Address 1788,4384.800512,2/27/2024,0
215,0,Online,87.13835925,0.247320005,1/9/2022 22:00,2225,43.28842594,1788,Customer 1788,27,Address 1788,4384.800512,2/27/2024,0
356,0,Online,32.22567447,0.247108253,1/15/2022 19:00,2862,60.30707464,1788,Customer 1788,27,Address 1788,4384.800512,2/27/2024,0
26,0,Other,95.19370555,0.48707029,1/2/2022 1:00,2753,52.59392865,1251,Customer 1251,34,Address 1251,1820.938586,9/8/2022,0
27,0,Other,77.50921965,0.422735998,1/2/2022 2:00,2301,20.48932094,1960,Customer 1960,34,Address 1960,9934.498597,8/17/2024,0
28,0,Online,51.7711377,0.838064383,1/2/2022 3:00,2914,12.39744274,1187,Customer 1187,46,Address 1187,4845.969184,7/6/2022,0
29,0,Other,73.08040768,0.463340571,1/2/2022 4:00,2322,25.33480349,1121,Customer 1121,23,Address 1121,4584.987688,5/1/2022,0
31,0,Food,59.96380461,0.02864515,1/2/2022 6:00,2951,92.61930298,1475,Customer 1475,25,Address 1475,2805.311996,4/20/2023,0
32,0,Online,64.82555289,0.113955707,1/2/2022 7:00,2313,77.72694417,1993,Customer 1993,60,Address 1993,8330.438296,9/19/2024,0
33,0,Other,16.31638922,0.790491985,1/2/2022 8:00,2693,59.35099004,1030,Customer 1030,54,Address 1030,3767.557888,1/30/2022,0
981,0,Travel,44.54646422,0.722522348,2/10/2022 20:00,2747,50.18606437,1030,Customer 1030,54,Address 1030,3767.557888,1/30/2022,0
34,0,Retail,74.89233385,0.496141397,1/2/2022 9:00,2686,61.34763595,1116,Customer 1116,22,Address 1116,3038.909607,4/26/2022,0
35,0,Online,63.48108384,0.02342486,1/2/2022 10:00,2173,60.47401633,1676,Customer 1676,38,Address 1676,7624.565427,11/7/2023,0
36,0,Retail,55.07489447,0.105618427,1/2/2022 11:00,2674,42.20773348,1547,Customer 1547,31,Address 1547,6742.168051,7/1/2023,0
37,0,Food,15.8558897,0.117361369,1/2/2022 12:00,2832,71.26856792,1527,Customer 1527,59,Address 1527,3545.727576,6/11/2023,0
38,0,Retail,35.25955889,0.682579996,1/2/2022 13:00,2967,46.21498241,1087,Customer 1087,28,Address 1087,2934.809838,3/28/2022,0
144,0,Online,70.58921224,0.264304745,1/6/2022 23:00,2954,44.58604612,1087,Customer 1087,28,Address 1087,2934.809838,3/28/2022,0
39,0,Other,53.30527211,0.938484554,1/2/2022 14:00,2201,14.63168949,1207,Customer 1207,38,Address 1207,5655.630626,7/26/2022,0
491,0,Other,16.83452621,0.351575611,1/21/2022 10:00,2866,69.91745393,1207,Customer 1207,38,Address 1207,5655.630626,7/26/2022,0
40,0,Other,89.31329988,0.532609127,1/2/2022 15:00,2995,80.53777563,1038,Customer 1038,62,Address 1038,5402.92085,2/7/2022,0
41,0,Other,13.15678955,0.319477766,1/2/2022 16:00,2596,47.87485135,1800,Customer 1800,58,Address 1800,6631.372808,3/10/2024,0
179,0,Food,71.27729967,0.80599535,1/8/2022 10:00,2981,67.30165835,1800,Customer 1800,58,Address 1800,6631.372808,3/10/2024,0
202,0,Online,73.35801855,0.86354396,1/9/2022 9:00,2802,13.56299126,1800,Customer 1800,58,Address 1800,6631.372808,3/10/2024,0
924,0,Retail,52.90673465,0.310580017,2/8/2022 11:00,2522,12.95737151,1800,Customer 1800,58,Address 1800,6631.372808,3/10/2024,0
42,0,Retail,39.31008129,0.21494584,1/2/2022 17:00,2518,85.10981611,1510,Customer 1510,53,Address 1510,7685.510723,5/25/2023,0
541,0,Other,80.3178113,0.4805409,1/23/2022 12:00,2934,69.23669464,1510,Customer 1510,53,Address 1510,7685.510723,5/25/2023,0
600,0,Food,60.49814144,0.468432617,1/25/2022 23:00,2131,49.68126992,1510,Customer 1510,53,Address 1510,7685.510723,5/25/2023,0
43,0,Online,62.40210029,0.567270538,1/2/2022 18:00,2910,55.81926586,1104,Customer 1104,52,Address 1104,1693.073846,4/14/2022,0
44,0,Food,88.11638357,0.766330004,1/2/2022 19:00,2423,86.97191974,2000,Customer 2000,42,Address 2000,4853.02438,9/26/2024,0
779,0,Other,55.01117084,0.574642874,2/2/2022 10:00,2780,86.04909239,2000,Customer 2000,42,Address 2000,4853.02438,9/26/2024,0
817,0,Travel,69.66634403,0.330830119,2/4/2022 0:00,2570,80.66698444,2000,Customer 2000,42,Address 2000,4853.02438,9/26/2024,0
45,0,Online,29.20318144,0.707631887,1/2/2022 20:00,2364,69.75758075,1644,Customer 1644,51,Address 1644,3307.317156,10/6/2023,1
46,0,Online,15.03142075,0.99233785,1/2/2022 21:00,2274,79.35791579,1238,Customer 1238,38,Address 1238,8228.897853,8/26/2022,0
987,0,Food,40.34701292,0.281084987,2/11/2022 2:00,2373,90.00558944,1238,Customer 1238,38,Address 1238,8228.897853,8/26/2022,0
47,0,Food,64.05504371,0.531697064,1/2/2022 22:00,2639,72.74250983,1759,Customer 1759,33,Address 1759,6608.386988,1/29/2024,0
309,0,Food,18.09790836,0.115080294,1/13/2022 20:00,2401,20.77344494,1759,Customer 1759,33,Address 1759,6608.386988,1/29/2024,0
851,0,Other,67.10448586,0.294507214,2/5/2022 10:00,2395,29.90594921,1759,Customer 1759,33,Address 1759,6608.386988,1/29/2024,0
48,0,Travel,37.31484596,0.032240268,1/2/2022 23:00,2233,17.64056948,1994,Customer 1994,63,Address 1994,8791.304689,9/20/2024,0
301,0,Retail,97.05791341,0.052527427,1/13/2022 12:00,2616,42.30380191,1994,Customer 1994,63,Address 1994,8791.304689,9/20/2024,0
49,1,Other,11.93959323,0.006120114,1/3/2022 0:00,2239,30.79372808,1752,Customer 1752,46,Address 1752,6552.420255,1/22/2024,0
50,0,Online,17.91599332,0.044725292,1/3/2022 1:00,2946,61.3529794,1415,Customer 1415,57,Address 1415,9258.312698,2/19/2023,0
51,0,Retail,28.42012347,0.918156008,1/3/2022 2:00,2638,42.07616321,1044,Customer 1044,22,Address 1044,5084.274001,2/13/2022,0
972,0,Retail,48.3009931,0.637143022,2/10/2022 11:00,2248,60.98276949,1044,Customer 1044,22,Address 1044,5084.274001,2/13/2022,0
52,0,Retail,95.91411493,0.055545578,1/3/2022 3:00,2770,90.81333791,1374,Customer 1374,47,Address 1374,2897.001044,1/9/2023,0
53,0,Food,44.00543975,0.568720188,1/3/2022 4:00,2262,42.08401695,1345,Customer 1345,52,Address 1345,7264.807041,12/11/2022,0
400,0,Travel,12.0789642,0.6492773,1/17/2022 15:00,2329,94.81678806,1345,Customer 1345,52,Address 1345,7264.807041,12/11/2022,0
957,0,Online,44.27028067,0.603067501,2/9/2022 20:00,2195,13.13171132,1345,Customer 1345,52,Address 1345,7264.807041,12/11/2022,0
54,0,Online,39.08367573,0.111627455,1/3/2022 5:00,2920,87.77609114,1680,Customer 1680,43,Address 1680,1308.381737,11/11/2023,0
731,0,Food,77.84689921,0.156087862,1/31/2022 10:00,2560,44.00389673,1680,Customer 1680,43,Address 1680,1308.381737,11/11/2023,0
55,0,Other,79.91319162,0.629420175,1/3/2022 6:00,2312,62.13088123,1043,Customer 1043,25,Address 1043,8236.476448,2/12/2022,0
615,0,Online,59.31212837,0.228355122,1/26/2022 14:00,2215,14.56053751,1043,Customer 1043,25,Address 1043,8236.476448,2/12/2022,0
56,0,Retail,99.39547483,0.504756225,1/3/2022 7:00,2292,83.15175522,1611,Customer 1611,21,Address 1611,3612.869038,9/3/2023,0
57,0,Travel,98.02129252,0.712486079,1/3/2022 8:00,2082,49.72378631,1704,Customer 1704,23,Address 1704,1670.49309,12/5/2023,0
445,0,Retail,55.91742368,0.233789388,1/19/2022 12:00,2717,12.79231872,1704,Customer 1704,23,Address 1704,1670.49309,12/5/2023,0
884,0,Food,82.00296268,0.191150764,2/6/2022 19:00,2738,66.26626491,1704,Customer 1704,23,Address 1704,1670.49309,12/5/2023,0
58,0,Food,85.978464,0.623291366,1/3/2022 9:00,2921,13.08174128,1405,Customer 1405,59,Address 1405,9246.516979,2/9/2023,0
276,0,Travel,27.22684742,0.78344978,1/12/2022 11:00,2397,35.05265258,1405,Customer 1405,59,Address 1405,9246.516979,2/9/2023,0
497,0,Travel,19.18059205,0.330203713,1/21/2022 16:00,2785,69.39748499,1405,Customer 1405,59,Address 1405,9246.516979,2/9/2023,0
750,0,Other,73.48819157,0.522113547,2/1/2022 5:00,2463,48.7554423,1405,Customer 1405,59,Address 1405,9246.516979,2/9/2023,0
59,0,Food,61.36996559,0.688946088,1/3/2022 10:00,2033,28.62756065,1161,Customer 1161,55,Address 1161,7545.026043,6/10/2022,0
655,0,Other,68.54113686,0.076675851,1/28/2022 6:00,2713,72.21970366,1161,Customer 1161,55,Address 1161,7545.026043,6/10/2022,0
60,0,Retail,56.39017672,0.701212812,1/3/2022 11:00,2479,82.91599923,1336,Customer 1336,42,Address 1336,9996.991525,12/2/2022,0
61,0,Travel,52.22458795,0.381752281,1/3/2022 12:00,2684,76.11459128,1714,Customer 1714,36,Address 1714,8792.097099,12/15/2023,0
62,0,Travel,88.00863507,0.447881755,1/3/2022 13:00,2234,66.56159118,1865,Customer 1865,45,Address 1865,4468.344079,5/14/2024,0
634,0,Online,20.78162741,0.278422773,1/27/2022 9:00,2332,93.76508796,1865,Customer 1865,45,Address 1865,4468.344079,5/14/2024,0
63,0,Other,22.41233395,0.769013213,1/3/2022 14:00,2286,50.5171143,1702,Customer 1702,32,Address 1702,4756.907985,12/3/2023,0
322,0,Retail,75.78919811,0.308543227,1/14/2022 9:00,2894,88.09696867,1702,Customer 1702,32,Address 1702,4756.907985,12/3/2023,0
470,0,Food,91.24809731,0.953843576,1/20/2022 13:00,2875,47.28406367,1702,Customer 1702,32,Address 1702,4756.907985,12/3/2023,0
64,0,Online,10.96755079,0.339129187,1/3/2022 15:00,2131,55.16274495,1483,Customer 1483,56,Address 1483,7541.198869,4/28/2023,0
65,0,Other,74.80049283,0.095193896,1/3/2022 16:00,2195,78.33451389,1139,Customer 1139,21,Address 1139,3039.514205,5/19/2022,0
621,0,Other,36.53461968,0.373184155,1/26/2022 20:00,2557,30.6527214,1139,Customer 1139,21,Address 1139,3039.514205,5/19/2022,0
66,0,Other,16.34857049,0.107290687,1/3/2022 17:00,2561,51.41448798,1108,Customer 1108,33,Address 1108,7794.946322,4/18/2022,0
390,0,Other,93.19802228,0.700929704,1/17/2022 5:00,2548,71.88748429,1108,Customer 1108,33,Address 1108,7794.946322,4/18/2022,0
958,0,Travel,54.94891695,0.41092384,2/9/2022 21:00,2139,82.00241853,1108,Customer 1108,33,Address 1108,7794.946322,4/18/2022,0
67,0,Retail,59.48591944,0.169625926,1/3/2022 18:00,2171,81.34788954,1056,Customer 1056,46,Address 1056,3507.492645,2/25/2022,0
815,0,Food,82.09475889,0.104404717,2/3/2022 22:00,2202,94.63416453,1056,Customer 1056,46,Address 1056,3507.492645,2/25/2022,0
68,0,Other,64.68870799,0.546720468,1/3/2022 19:00,2781,95.23140544,1548,Customer 1548,29,Address 1548,4483.1563,7/2/2023,0
181,0,Other,95.81512851,0.148058285,1/8/2022 12:00,2078,74.5937657,1548,Customer 1548,29,Address 1548,4483.1563,7/2/2023,0
69,0,Retail,40.11881406,0.713295607,1/3/2022 20:00,2038,87.15831943,1887,Customer 1887,40,Address 1887,3976.339147,6/5/2024,0
70,0,Other,33.1869425,0.218939389,1/3/2022 21:00,2475,78.69681169,1897,Customer 1897,27,Address 1897,2518.738874,6/15/2024,0
551,0,Food,64.56228438,0.764758014,1/23/2022 22:00,2823,82.16413416,1897,Customer 1897,27,Address 1897,2518.738874,6/15/2024,0
71,0,Online,64.24073572,0.55214393,1/3/2022 22:00,2487,23.80623682,1154,Customer 1154,48,Address 1154,5544.569289,6/3/2022,0
944,0,Retail,39.33289839,0.741182671,2/9/2022 7:00,2736,35.85949743,1154,Customer 1154,48,Address 1154,5544.569289,6/3/2022,0
72,1,Online,53.91674222,0.161772859,1/3/2022 23:00,2495,57.31615922,1286,Customer 1286,19,Address 1286,7665.93245,10/13/2022,0
351,0,Food,76.11121319,0.625096809,1/15/2022 14:00,2697,28.34342049,1286,Customer 1286,19,Address 1286,7665.93245,10/13/2022,0
73,0,Travel,55.60426364,0.686013569,1/4/2022 0:00,2200,67.92604331,1149,Customer 1149,34,Address 1149,7990.33562,5/29/2022,0
74,0,Travel,95.54621197,0.957373587,1/4/2022 1:00,2296,16.2634488,1158,Customer 1158,50,Address 1158,5037.207239,6/7/2022,0
75,0,Other,25.73509605,0.784294719,1/4/2022 2:00,2872,13.42002255,1606,Customer 1606,60,Address 1606,4152.721122,8/29/2023,0
922,0,Other,54.03186092,0.053886102,2/8/2022 9:00,2714,53.52042338,1606,Customer 1606,60,Address 1606,4152.721122,8/29/2023,0
76,0,Food,92.08992059,0.4885878,1/4/2022 3:00,2036,42.76855555,1422,Customer 1422,32,Address 1422,6987.997844,2/26/2023,0
172,0,Travel,98.62431307,0.418865584,1/8/2022 3:00,2818,95.81318707,1422,Customer 1422,32,Address 1422,6987.997844,2/26/2023,0
749,0,Food,54.84138539,0.510140762,2/1/2022 4:00,2736,62.11099449,1422,Customer 1422,32,Address 1422,6987.997844,2/26/2023,0
77,0,Travel,66.15215048,0.217890507,1/4/2022 4:00,2753,41.21158342,1007,Customer 1007,33,Address 1007,2957.760054,1/7/2022,0
78,0,Other,70.84820401,0.394130911,1/4/2022 5:00,2116,58.13859006,1985,Customer 1985,47,Address 1985,3816.962495,9/11/2024,0
79,0,Online,65.46874683,0.608512343,1/4/2022 6:00,2203,14.63466416,1776,Customer 1776,31,Address 1776,3715.769255,2/15/2024,0
828,0,Online,20.44550277,0.839977547,2/4/2022 11:00,2075,32.96555787,1776,Customer 1776,31,Address 1776,3715.769255,2/15/2024,0
80,0,Retail,25.2730951,0.02555859,1/4/2022 7:00,2083,19.13759152,1159,Customer 1159,54,Address 1159,5766.570781,6/8/2022,0
370,0,Other,91.15475103,0.112416638,1/16/2022 9:00,2562,81.39167697,1159,Customer 1159,54,Address 1159,5766.570781,6/8/2022,0
81,0,Travel,54.43074954,0.200799196,1/4/2022 8:00,2552,29.83486576,1493,Customer 1493,44,Address 1493,5703.04283,5/8/2023,0
82,0,Online,89.92128591,0.084979207,1/4/2022 9:00,2282,38.43137755,1322,Customer 1322,29,Address 1322,9411.508717,11/18/2022,0
299,0,Travel,87.36133939,0.261060847,1/13/2022 10:00,2243,53.65543294,1322,Customer 1322,29,Address 1322,9411.508717,11/18/2022,0
676,0,Food,86.20317959,0.799593791,1/29/2022 3:00,2501,26.7001678,1322,Customer 1322,29,Address 1322,9411.508717,11/18/2022,0
860,0,Retail,78.78711195,0.830528609,2/5/2022 19:00,2408,14.37750118,1322,Customer 1322,29,Address 1322,9411.508717,11/18/2022,0
905,0,Travel,98.2408376,0.477741906,2/7/2022 16:00,2239,64.09589461,1322,Customer 1322,29,Address 1322,9411.508717,11/18/2022,0
83,0,Food,70.55336115,0.01487693,1/4/2022 10:00,2610,18.11076187,1731,Customer 1731,62,Address 1731,5275.945466,1/1/2024,0
84,0,Online,11.76053278,0.850090875,1/4/2022 11:00,2901,22.97242859,1876,Customer 1876,31,Address 1876,8278.713188,5/25/2024,0
704,0,Retail,64.54504331,0.231569054,1/30/2022 7:00,2325,55.19090049,1876,Customer 1876,31,Address 1876,8278.713188,5/25/2024,0
85,0,Retail,47.90428072,0.885838025,1/4/2022 12:00,2323,22.45289288,1920,Customer 1920,33,Address 1920,3434.612875,7/8/2024,0
689,0,Other,36.24831278,0.814309438,1/29/2022 16:00,2444,26.79596913,1920,Customer 1920,33,Address 1920,3434.612875,7/8/2024,0
872,0,Retail,16.19530004,0.762144065,2/6/2022 7:00,2451,21.14585472,1920,Customer 1920,33,Address 1920,3434.612875,7/8/2024,0
86,0,Retail,30.12257415,0.661917047,1/4/2022 13:00,2534,70.51131967,1618,Customer 1618,27,Address 1618,6741.429339,9/10/2023,0
501,0,Travel,80.56381315,0.375906225,1/21/2022 20:00,2904,91.69074023,1618,Customer 1618,27,Address 1618,6741.429339,9/10/2023,0
651,0,Online,58.87925925,0.878040309,1/28/2022 2:00,2770,28.50800038,1618,Customer 1618,27,Address 1618,6741.429339,9/10/2023,0
656,0,Other,30.29437717,0.429141081,1/28/2022 7:00,2931,68.50324359,1618,Customer 1618,27,Address 1618,6741.429339,9/10/2023,0
718,1,Retail,76.90995524,0.507331327,1/30/2022 21:00,2048,69.53802387,1618,Customer 1618,27,Address 1618,6741.429339,9/10/2023,0
87,0,Retail,59.06169369,0.708639971,1/4/2022 14:00,2586,78.55221407,1054,Customer 1054,27,Address 1054,2873.839987,2/23/2022,0
88,0,Travel,61.03045075,0.036556438,1/4/2022 15:00,2882,35.60124184,1886,Customer 1886,37,Address 1886,9467.312251,6/4/2024,0
435,0,Other,57.75381818,0.481259132,1/19/2022 2:00,2360,23.73086259,1886,Customer 1886,37,Address 1886,9467.312251,6/4/2024,0
89,0,Retail,77.76328615,0.440290753,1/4/2022 16:00,2055,26.00722368,1071,Customer 1071,64,Address 1071,4962.283527,3/12/2022,0
90,0,Retail,49.16020343,0.000233707,1/4/2022 17:00,2622,85.36034194,1975,Customer 1975,51,Address 1975,8710.760047,9/1/2024,0
91,0,Online,70.2877711,0.53258057,1/4/2022 18:00,2140,48.09673926,1726,Customer 1726,23,Address 1726,9885.267204,12/27/2023,0
92,0,Food,33.83842064,0.11038652,1/4/2022 19:00,2010,29.0341094,1435,Customer 1435,35,Address 1435,8804.517944,3/11/2023,0
93,0,Travel,49.22333119,0.190179869,1/4/2022 20:00,2111,98.1468594,1684,Customer 1684,43,Address 1684,7560.730129,11/15/2023,0
94,0,Travel,85.86740383,0.460407875,1/4/2022 21:00,2680,79.77488953,1277,Customer 1277,22,Address 1277,5042.199848,10/4/2022,0
833,0,Online,71.52131229,0.616834777,2/4/2022 16:00,2269,73.29570994,1277,Customer 1277,22,Address 1277,5042.199848,10/4/2022,0
95,1,Other,72.28814081,0.635149892,1/4/2022 22:00,2600,50.3959204,1828,Customer 1828,62,Address 1828,2077.514821,4/7/2024,0
529,0,Food,29.50164317,0.664551097,1/23/2022 0:00,2833,89.71731744,1828,Customer 1828,62,Address 1828,2077.514821,4/7/2024,0
96,0,Retail,26.19635169,0.495002455,1/4/2022 23:00,2054,98.50268585,1466,Customer 1466,41,Address 1466,2569.129234,4/11/2023,0
323,0,Online,87.54900452,0.6342225,1/14/2022 10:00,2419,10.04748839,1466,Customer 1466,41,Address 1466,2569.129234,4/11/2023,0
97,0,Other,90.07782706,0.304071879,1/5/2022 0:00,2432,18.16684547,1922,Customer 1922,46,Address 1922,5101.105372,7/10/2024,0
98,0,Other,21.11119367,0.291574944,1/5/2022 1:00,2346,55.88720399,1183,Customer 1183,40,Address 1183,7149.964405,7/2/2022,0
99,0,Online,15.15268524,0.241947664,1/5/2022 2:00,2299,76.84342858,1866,Customer 1866,35,Address 1866,9510.171444,5/15/2024,0
267,0,Food,10.31780692,0.327654541,1/12/2022 2:00,2088,71.23473259,1866,Customer 1866,35,Address 1866,9510.171444,5/15/2024,0
100,0,Other,94.00734126,0.337485994,1/5/2022 3:00,2027,13.09722278,1514,Customer 1514,20,Address 1514,2045.057996,5/29/2023,0
930,0,Travel,49.67702835,0.429643773,2/8/2022 17:00,2441,19.53460988,1514,Customer 1514,20,Address 1514,2045.057996,5/29/2023,0
101,0,Food,88.98436113,0.960397629,1/5/2022 4:00,2433,58.92390638,1023,Customer 1023,34,Address 1023,9545.474869,1/23/2022,0
220,0,Online,66.73769652,0.307393931,1/10/2022 3:00,2338,95.66715462,1023,Customer 1023,34,Address 1023,9545.474869,1/23/2022,0
102,0,Online,97.4868818,0.26458006,1/5/2022 5:00,2736,61.6589947,1012,Customer 1012,45,Address 1012,2706.148888,1/12/2022,0
716,0,Retail,38.33468351,0.929381148,1/30/2022 19:00,2400,81.2434588,1012,Customer 1012,45,Address 1012,2706.148888,1/12/2022,0
103,0,Retail,83.76810174,0.333281988,1/5/2022 6:00,2744,12.45863527,1585,Customer 1585,37,Address 1585,7900.2424,8/8/2023,0
104,0,Travel,93.56933968,0.339852362,1/5/2022 7:00,2433,16.65104227,1914,Customer 1914,18,Address 1914,6131.253863,7/2/2024,0
375,0,Retail,49.65467894,0.400621127,1/16/2022 14:00,2497,29.13719209,1914,Customer 1914,18,Address 1914,6131.253863,7/2/2024,0
105,0,Other,39.70711038,0.222304479,1/5/2022 8:00,2453,64.17988754,1979,Customer 1979,20,Address 1979,8722.686489,9/5/2024,0
467,0,Other,13.27245074,0.810712768,1/20/2022 10:00,2533,39.62535994,1979,Customer 1979,20,Address 1979,8722.686489,9/5/2024,0
