,TransactionID,FraudIndicator,Category,TransactionAmount,AnomalyScore,Timestamp,MerchantID,Amount,CustomerID,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag
21,12,0,Online,62.064141814604845,0.2620138380521334,2022-01-01 11:00:00,29972,21.100710924837728,15666,Customer 15666,40,Address 15666,2007.050758310697,2037-07-06,0
22,4966,0,Other,60.48301817167053,0.3821803212198732,2022-07-26 21:00:00,24195,96.87853122027336,15666,Customer 15666,40,Address 15666,2007.050758310697,2037-07-06,0
23,13,0,Retail,80.68215579111548,0.5676989325400346,2022-01-01 12:00:00,27499,43.79402982096231,14333,Customer 14333,49,Address 14333,1259.5409527997067,2033-11-11,0
24,5056,0,Food,48.18550327135398,0.3329394523981279,2022-07-30 15:00:00,21947,84.857899761244,14333,Customer 14333,49,Address 14333,1259.5409527997067,2033-11-11,0
25,14,0,Food,58.77720400884661,0.4430052028858067,2022-01-01 13:00:00,25325,32.02349632467963,17141,Customer 17141,31,Address 17141,7641.636612674782,2041-07-20,0
26,3269,0,Travel,93.29750542894688,0.2700781606065142,2022-05-17 04:00:00,24035,51.87183836659017,17141,Customer 17141,31,Address 17141,7641.636612674782,2041-07-20,0
27,15,0,Food,55.10661746817702,0.6369815561891683,2022-01-01 14:00:00,22889,46.41225532518872,10566,Customer 10566,53,Address 10566,8756.828509845265,2023-07-20,0
28,286,0,Food,19.798612508716097,0.3048862896564147,2022-01-12 21:00:00,28767,51.37253343433691,10566,Customer 10566,53,Address 10566,8756.828509845265,2023-07-20,0
29,2695,0,Retail,39.729147992593205,0.3828534057531253,2022-04-23 06:00:00,21858,56.66331932842188,10566,Customer 10566,53,Address 10566,8756.828509845265,2023-07-20,0
30,16,0,Retail,11.11472693333532,0.6390428594744549,2022-01-01 15:00:00,20061,58.2089422690319,16889,Customer 16889,44,Address 16889,3758.9421273042426,2040-11-10,0
31,17,0,Food,42.31014967155902,0.9821532210483328,2022-01-01 16:00:00,24899,62.938976352643095,17613,Customer 17613,46,Address 17613,5944.718461203424,2042-11-04,0
32,2756,0,Online,65.09437036329018,0.4645540148005617,2022-04-25 19:00:00,21878,22.22768632168381,17613,Customer 17613,46,Address 17613,5944.718461203424,2042-11-04,0
33,18,0,Other,30.076536203630404,0.706665744339673,2022-01-01 17:00:00,25932,70.32031055881971,13519,Customer 13519,63,Address 13519,6983.258322950151,2031-08-20,0
34,19,0,Travel,15.32824530734452,0.589999898940808,2022-01-01 18:00:00,24920,42.24973968352498,16067,Customer 16067,35,Address 16067,5572.018928539633,2038-08-11,0
35,20,0,Other,94.38748189801508,0.0302904096634067,2022-01-01 19:00:00,20494,74.3360612565381,19259,Customer 19259,41,Address 19259,5149.864601006394,2047-05-08,0
36,21,1,Retail,76.09234685035014,0.5237215072616459,2022-01-01 20:00:00,22108,47.78044698824809,15584,Customer 15584,39,Address 15584,9582.566994218523,2037-04-15,0
37,658,1,Retail,97.10986929522376,0.0028677186135742,2022-01-28 09:00:00,22776,72.76327257692378,15584,Customer 15584,39,Address 15584,9582.566994218523,2037-04-15,0
38,1278,0,Food,62.5388026164838,0.7276126194294791,2022-02-23 05:00:00,28140,84.27445172599995,15584,Customer 15584,39,Address 15584,9582.566994218523,2037-04-15,0
39,9838,0,Travel,99.30887946163632,0.8064056208905669,2023-02-14 21:00:00,23441,60.683799413460775,15584,Customer 15584,39,Address 15584,9582.566994218523,2037-04-15,0
40,22,0,Food,62.30635250292008,0.1684937226668524,2022-01-01 21:00:00,29672,63.919668121520935,13993,Customer 13993,35,Address 13993,1103.9422246118531,2032-12-06,0
41,9475,0,Food,11.597010213139674,0.7666491020277634,2023-01-30 18:00:00,24917,39.11576628115976,13993,Customer 13993,35,Address 13993,1103.9422246118531,2032-12-06,0
42,23,0,Retail,84.00404970332175,0.750859435211358,2022-01-01 22:00:00,29305,25.17948401768185,15568,Customer 15568,53,Address 15568,8702.811456244068,2037-03-30,0
43,24,0,Retail,43.99709301932303,0.2144617036283657,2022-01-01 23:00:00,24368,57.73291050131546,18645,Customer 18645,60,Address 18645,5430.927724407429,2045-09-01,0
44,635,1,Food,82.14611034435268,0.634160042944155,2022-01-27 10:00:00,25969,99.48230416999355,18645,Customer 18645,60,Address 18645,5430.927724407429,2045-09-01,0
45,7210,0,Online,15.52457931584829,0.8545247791163891,2022-10-28 09:00:00,23920,43.85854769571267,18645,Customer 18645,60,Address 18645,5430.927724407429,2045-09-01,0
46,9493,0,Travel,13.825236137568467,0.2108837742070559,2023-01-31 12:00:00,20401,70.60845264931763,18645,Customer 18645,60,Address 18645,5430.927724407429,2045-09-01,0
47,25,0,Other,33.32532062624202,0.6028547905406992,2022-01-02 00:00:00,20338,13.11944376335782,19920,Customer 19920,32,Address 19920,1756.372866736752,2049-02-27,0
48,1295,0,Food,83.54707505055832,0.6945936109152536,2022-02-23 22:00:00,25500,65.02566023682161,19920,Customer 19920,32,Address 19920,1756.372866736752,2049-02-27,0
49,6270,0,Online,28.549837460634684,0.7594328944119042,2022-09-19 05:00:00,28797,44.631354373241706,19920,Customer 19920,32,Address 19920,1756.372866736752,2049-02-27,0
50,26,0,Other,10.171502306589504,0.0499285895665266,2022-01-02 01:00:00,29965,63.63665991027376,11658,Customer 11658,64,Address 11658,3006.7802567007398,2026-07-16,0
51,5437,0,Retail,37.560740438816886,0.1738305361818189,2022-08-15 12:00:00,22735,82.61067462465104,11658,Customer 11658,64,Address 11658,3006.7802567007398,2026-07-16,0
52,27,0,Travel,42.26040289675933,0.081553544606779,2022-01-02 02:00:00,23295,41.1397548764208,14559,Customer 14559,56,Address 14559,8602.752751740254,2034-06-25,0
53,3648,0,Food,81.62795208154908,0.1753390594315386,2022-06-01 23:00:00,25109,28.97954868970232,14559,Customer 14559,56,Address 14559,8602.752751740254,2034-06-25,0
54,28,0,Other,51.210878410054605,0.4116171563876264,2022-01-02 03:00:00,21876,52.9339263750321,16762,Customer 16762,53,Address 16762,1937.036317486948,2040-07-06,0
55,4985,0,Travel,85.2884240354083,0.1933519102194992,2022-07-27 16:00:00,20592,14.16608666322578,16762,Customer 16762,53,Address 16762,1937.036317486948,2040-07-06,0
56,29,0,Food,89.57467836368266,0.7191459680689961,2022-01-02 04:00:00,20227,60.28245937837491,17498,Customer 17498,62,Address 17498,9678.555414243334,2042-07-12,0
57,30,0,Food,91.02695710063112,0.1288288789570245,2022-01-02 05:00:00,28254,52.28984518512764,13962,Customer 13962,62,Address 13962,3404.14679116747,2032-11-05,0
58,2189,0,Online,97.58605292199007,0.2416286271266962,2022-04-02 04:00:00,29692,35.59981567093148,13962,Customer 13962,62,Address 13962,3404.14679116747,2032-11-05,0
59,31,0,Other,11.612974908399607,0.2098250065064517,2022-01-02 06:00:00,25328,79.2905361347156,17136,Customer 17136,60,Address 17136,2706.159330050321,2041-07-15,0
60,832,0,Online,11.909150734108842,0.5565832965356465,2022-02-04 15:00:00,28107,86.85904975200961,17136,Customer 17136,60,Address 17136,2706.159330050321,2041-07-15,0
61,32,0,Travel,12.452720085469508,0.9017667371499608,2022-01-02 07:00:00,24066,14.040578234666356,10734,Customer 10734,57,Address 10734,6283.492335105098,2024-01-04,0
62,6376,0,Other,45.26017813387422,0.5839284079689326,2022-09-23 15:00:00,26192,30.92502086873023,10734,Customer 10734,57,Address 10734,6283.492335105098,2024-01-04,0
63,33,0,Food,10.876071420436109,0.6515869068409303,2022-01-02 08:00:00,25231,80.66312195617766,10286,Customer 10286,37,Address 10286,2124.5681778479548,2022-10-13,0
64,5721,0,Travel,77.90836814701545,0.0288467496438511,2022-08-27 08:00:00,21035,84.55936363155965,10286,Customer 10286,37,Address 10286,2124.5681778479548,2022-10-13,0
65,34,1,Other,74.12785259569128,0.369611833680912,2022-01-02 09:00:00,26104,46.1626529116281,16185,Customer 16185,27,Address 16185,2061.8515743000235,2038-12-07,1
66,5226,0,Other,55.5022319512131,0.700205239107677,2022-08-06 17:00:00,24409,26.95188235249121,16185,Customer 16185,27,Address 16185,2061.8515743000235,2038-12-07,1
67,35,0,Online,78.76350830158461,0.7987550794035974,2022-01-02 10:00:00,22730,24.86711168856435,19452,Customer 19452,30,Address 19452,3675.7821186247793,2047-11-17,0
68,3179,0,Retail,77.58865848988394,0.8617661971103475,2022-05-13 10:00:00,23024,36.14628859270685,19452,Customer 19452,30,Address 19452,3675.7821186247793,2047-11-17,0
69,5551,0,Travel,34.29286670122949,0.617287423382816,2022-08-20 06:00:00,29207,44.08111710194032,19452,Customer 19452,30,Address 19452,3675.7821186247793,2047-11-17,0
70,9143,0,Online,65.6158957231043,0.613487046480408,2023-01-16 22:00:00,25253,78.70177294067504,19452,Customer 19452,30,Address 19452,3675.7821186247793,2047-11-17,0
71,36,1,Retail,17.97964253663735,0.3926806306771823,2022-01-02 11:00:00,23140,13.005142059571876,12834,Customer 12834,23,Address 12834,2877.982186894943,2029-10-04,0
72,1142,0,Food,63.99963472292403,0.815594658814118,2022-02-17 13:00:00,29861,50.991022300292165,12834,Customer 12834,23,Address 12834,2877.982186894943,2029-10-04,0
73,3281,0,Online,24.772869151285757,0.8491582424217907,2022-05-17 16:00:00,27973,87.77777848360087,12834,Customer 12834,23,Address 12834,2877.982186894943,2029-10-04,0
74,37,1,Retail,66.17845113444093,0.8851773436227168,2022-01-02 12:00:00,22087,45.973612128974345,12002,Customer 12002,64,Address 12002,8159.343928736127,2027-06-25,0
75,38,0,Travel,10.312791284954926,0.7934199675474706,2022-01-02 13:00:00,23739,50.18619091239309,19897,Customer 19897,29,Address 19897,9242.412230034482,2049-02-04,0
76,2969,0,Food,82.15197300540429,0.1059090662918058,2022-05-04 16:00:00,27548,73.7957205523613,19897,Customer 19897,29,Address 19897,9242.412230034482,2049-02-04,0
77,39,0,Travel,34.47529066027968,0.7736029423952957,2022-01-02 14:00:00,20534,64.82792694152025,19749,Customer 19749,62,Address 19749,1328.528635618637,2048-09-09,0
78,455,0,Travel,91.49659285463764,0.1686883749048183,2022-01-19 22:00:00,29607,67.62711937147677,19749,Customer 19749,62,Address 19749,1328.528635618637,2048-09-09,0
79,676,0,Food,33.20203079939414,0.161205023327759,2022-01-29 03:00:00,27788,11.593997375373103,19749,Customer 19749,62,Address 19749,1328.528635618637,2048-09-09,0
80,9437,0,Other,91.20406349267724,0.6357650131795406,2023-01-29 04:00:00,28743,41.97803050039636,19749,Customer 19749,62,Address 19749,1328.528635618637,2048-09-09,0
81,40,0,Other,16.73617994095587,0.5251476854706373,2022-01-02 15:00:00,29526,21.433277370149987,17111,Customer 17111,61,Address 17111,3125.7368894020083,2041-06-20,0
82,41,0,Other,87.40045356645633,0.2902563577711867,2022-01-02 16:00:00,20861,11.392609094934866,15187,Customer 15187,59,Address 15187,5169.088211354598,2036-03-14,0
83,4558,0,Food,29.17043628927112,0.588745754260564,2022-07-09 21:00:00,25304,50.29949155203895,15187,Customer 15187,59,Address 15187,5169.088211354598,2036-03-14,0
84,42,0,Travel,79.904450381988,0.6579242218899006,2022-01-02 17:00:00,20364,99.33893185983978,19796,Customer 19796,51,Address 19796,7636.758167366828,2048-10-26,0
85,43,0,Other,40.25556580356226,0.7194504367655199,2022-01-02 18:00:00,24773,61.60226660839604,12673,Customer 12673,18,Address 12673,5591.008259852034,2029-04-26,0
86,44,0,Other,91.5784718008944,0.6448363672355406,2022-01-02 19:00:00,29807,78.23444438061114,13800,Customer 13800,34,Address 13800,6607.445404968238,2032-05-27,0
87,1355,0,Online,48.29444271043969,0.9148247921337392,2022-02-26 10:00:00,27113,71.59147212770773,13800,Customer 13800,34,Address 13800,6607.445404968238,2032-05-27,0
88,2043,0,Other,33.3222781819078,0.9728406208728628,2022-03-27 02:00:00,24500,40.012066080172055,13800,Customer 13800,34,Address 13800,6607.445404968238,2032-05-27,0
89,7298,0,Online,10.030691961046138,0.6897231400745508,2022-11-01 01:00:00,21808,60.431627972430896,13800,Customer 13800,34,Address 13800,6607.445404968238,2032-05-27,0
90,9202,0,Travel,87.28397697089748,0.461205386896504,2023-01-19 09:00:00,29217,21.979604614348247,13800,Customer 13800,34,Address 13800,6607.445404968238,2032-05-27,0
91,45,0,Food,50.10510611982832,0.7854834648302684,2022-01-02 20:00:00,29697,30.05412811700716,11128,Customer 11128,32,Address 11128,9558.812702136212,2025-02-01,0
92,46,0,Food,44.6150722442135,0.5089601081110262,2022-01-02 21:00:00,21179,76.02260649226847,19767,Customer 19767,38,Address 19767,2019.2461645271835,2048-09-27,0
93,47,0,Online,87.28710386423643,0.2510881522189884,2022-01-02 22:00:00,28080,54.96763188959388,11192,Customer 11192,27,Address 11192,5082.369406460573,2025-04-06,0
94,2891,0,Other,58.7112175358635,0.2841038987800811,2022-05-01 10:00:00,21592,85.81518190410567,11192,Customer 11192,27,Address 11192,5082.369406460573,2025-04-06,0
95,48,0,Food,36.34224017864887,0.6152860748137954,2022-01-02 23:00:00,25571,23.600726189757204,19470,Customer 19470,27,Address 19470,5803.739327732233,2047-12-05,0
96,49,0,Travel,18.14983045351751,0.2342520532824495,2022-01-03 00:00:00,28932,41.45971004036522,16851,Customer 16851,40,Address 16851,8940.973128590707,2040-10-03,0
97,50,0,Online,28.961812984649928,0.8878395661965597,2022-01-03 01:00:00,22136,93.56384663614251,19195,Customer 19195,29,Address 19195,6585.714204210341,2047-03-05,0
98,5355,0,Online,48.14565849702181,0.8577991134655213,2022-08-12 02:00:00,26145,50.28373316836854,19195,Customer 19195,29,Address 19195,6585.714204210341,2047-03-05,0
99,6845,0,Other,30.3208212901303,0.9055857100860242,2022-10-13 04:00:00,23964,55.5268814490111,19195,Customer 19195,29,Address 19195,6585.714204210341,2047-03-05,0
100,9124,0,Food,95.46812632380453,0.8237268648467132,2023-01-16 03:00:00,20305,53.11785259415231,19195,Customer 19195,29,Address 19195,6585.714204210341,2047-03-05,0
101,51,0,Travel,59.7494899425194,0.8933799525843857,2022-01-03 02:00:00,26874,48.713235991255246,11990,Customer 11990,20,Address 11990,5038.534987204852,2027-06-13,0
102,52,0,Other,98.23270396732372,0.3107715189367703,2022-01-03 03:00:00,23764,60.166515698152594,13473,Customer 13473,38,Address 13473,3371.786573451928,2031-07-05,0
103,9308,0,Online,46.711484349082525,0.5666485491741517,2023-01-23 19:00:00,26777,75.169204865428,13473,Customer 13473,38,Address 13473,3371.786573451928,2031-07-05,0
104,53,0,Food,66.71388505080637,0.7236693147341301,2022-01-03 04:00:00,26618,25.311250388029496,19760,Customer 19760,33,Address 19760,6565.299842485561,2048-09-20,0
105,2643,0,Food,10.237663862802965,0.8616558920033638,2022-04-21 02:00:00,21653,62.0025230712683,19760,Customer 19760,33,Address 19760,6565.299842485561,2048-09-20,0
106,54,0,Online,95.59828772628968,0.6224791389502636,2022-01-03 05:00:00,26447,13.54070455038979,18218,Customer 18218,40,Address 18218,5098.4889511204055,2044-07-01,0
107,9053,0,Other,69.5592532353943,0.5110530933847328,2023-01-13 04:00:00,29258,91.59347510812891,18218,Customer 18218,40,Address 18218,5098.4889511204055,2044-07-01,0
108,55,0,Online,36.78504037780549,0.0659913534339204,2022-01-03 06:00:00,21671,39.58197553400331,18296,Customer 18296,31,Address 18296,3944.669703897189,2044-09-17,0
109,712,0,Retail,92.58312584819278,0.1209928837634007,2022-01-30 15:00:00,20411,59.33370733168879,18296,Customer 18296,31,Address 18296,3944.669703897189,2044-09-17,0
110,56,0,Online,64.91068653099568,0.0273907098430704,2022-01-03 07:00:00,27438,55.20862395063482,15325,Customer 15325,28,Address 15325,6271.95390208048,2036-07-30,0
111,57,0,Food,80.15124515084015,0.4053937762899966,2022-01-03 08:00:00,20824,70.33566017284859,18033,Customer 18033,61,Address 18033,7745.706793108149,2043-12-29,0
112,58,0,Food,84.11220325576772,0.222958131598845,2022-01-03 09:00:00,28347,81.23320357463409,14817,Customer 14817,29,Address 14817,8280.875626719564,2035-03-10,0
113,59,0,Online,85.77950824378468,0.2968619449767297,2022-01-03 10:00:00,28557,94.43969712936432,11747,Customer 11747,62,Address 11747,6688.547064451791,2026-10-13,0
114,1524,0,Travel,84.26292789927072,0.736519004476827,2022-03-05 11:00:00,26253,83.82718252254455,11747,Customer 11747,62,Address 11747,6688.547064451791,2026-10-13,0
115,60,0,Online,88.3619003745472,0.8740336893923099,2022-01-03 11:00:00,29156,60.11017117129928,19029,Customer 19029,43,Address 19029,8866.838499640186,2046-09-20,0
116,61,0,Travel,18.41865980060193,0.112971900516467,2022-01-03 12:00:00,21945,97.31145651393088,13030,Customer 13030,54,Address 13030,2951.163162694784,2030-04-18,0
117,7938,0,Food,70.06451063293792,0.3288245727445644,2022-11-27 17:00:00,20742,14.448441983017307,13030,Customer 13030,54,Address 13030,2951.163162694784,2030-04-18,0
118,62,0,Food,57.243313115234976,0.47141274888956,2022-01-03 13:00:00,22085,29.39647785349465,12426,Customer 12426,37,Address 12426,7495.938287579493,2028-08-22,0
119,803,0,Food,50.64400527150074,0.1350289303290043,2022-02-03 10:00:00,23707,79.53603050413005,12426,Customer 12426,37,Address 12426,7495.938287579493,2028-08-22,0
120,1912,0,Online,93.3222191799004,0.9628380137864342,2022-03-21 15:00:00,22125,50.5787504448731,12426,Customer 12426,37,Address 12426,7495.938287579493,2028-08-22,0
121,4884,0,Travel,56.9688183622524,0.5551748770289152,2022-07-23 11:00:00,26737,59.96336046894992,12426,Customer 12426,37,Address 12426,7495.938287579493,2028-08-22,0
122,7278,0,Retail,69.5674130815012,0.4412170427262869,2022-10-31 05:00:00,24837,86.25536474582832,12426,Customer 12426,37,Address 12426,7495.938287579493,2028-08-22,0
123,63,0,Retail,69.71379520744267,0.800528435852686,2022-01-03 14:00:00,25821,93.92216549238424,10829,Customer 10829,56,Address 10829,8381.250203443265,2024-04-08,0
124,64,0,Online,14.529142929297432,0.390840849293834,2022-01-03 15:00:00,28386,39.51864305038602,19497,Customer 19497,62,Address 19497,9980.542989873167,2048-01-01,0
125,65,0,Travel,80.42256759722409,0.3698457523205053,2022-01-03 16:00:00,20448,80.03858670436546,16909,Customer 16909,19,Address 16909,7999.890306746611,2040-11-30,0
126,66,0,Retail,17.27365900052959,0.6662362415742672,2022-01-03 17:00:00,29084,46.9338609141283,11616,Customer 11616,48,Address 11616,3504.8884196094195,2026-06-04,0
127,368,0,Other,73.16432815902525,0.8092202501456764,2022-01-16 07:00:00,24248,39.17673957218164,11616,Customer 11616,48,Address 11616,3504.8884196094195,2026-06-04,0
128,67,0,Travel,36.25654884618723,0.6254605370762327,2022-01-03 18:00:00,28353,81.57094671773524,11838,Customer 11838,33,Address 11838,9446.832718832766,2027-01-12,0
129,68,0,Travel,77.21944244598568,0.2038124416042911,2022-01-03 19:00:00,25734,51.1280583420579,11628,Customer 11628,37,Address 11628,3569.799741001434,2026-06-16,0
130,69,0,Travel,49.94855477385412,0.3805078053902805,2022-01-03 20:00:00,20254,71.97368516525233,16033,Customer 16033,49,Address 16033,5173.450261925822,2038-07-08,0
131,226,0,Food,48.37694966641774,0.1495328994504242,2022-01-10 09:00:00,26588,85.26527689724054,16033,Customer 16033,49,Address 16033,5173.450261925822,2038-07-08,0
132,9729,0,Travel,33.47003074094571,0.2506162123620582,2023-02-10 08:00:00,29989,10.668520200468452,16033,Customer 16033,49,Address 16033,5173.450261925822,2038-07-08,0
133,70,1,Online,20.704500874176304,0.5034372559599026,2022-01-03 21:00:00,27586,90.49751265527264,15397,Customer 15397,62,Address 15397,6609.436866895158,2036-10-10,0
134,71,0,Other,50.12308649816888,0.4934991032479604,2022-01-03 22:00:00,20049,84.29815944764877,15799,Customer 15799,30,Address 15799,4441.31605827409,2037-11-16,0
135,72,0,Other,73.08127386068531,0.2581418429235719,2022-01-03 23:00:00,22674,45.41910303335577,14400,Customer 14400,50,Address 14400,9104.634880602129,2034-01-17,0
136,73,0,Other,64.33649129453005,0.4539064246778771,2022-01-04 00:00:00,25289,52.84190087820388,10956,Customer 10956,36,Address 10956,2823.1507507414826,2024-08-13,0
137,4860,0,Food,75.89858427759314,0.903917799333399,2022-07-22 11:00:00,24977,66.21028373242223,10956,Customer 10956,36,Address 10956,2823.1507507414826,2024-08-13,0
138,74,0,Food,69.43404847580268,0.63474980795022,2022-01-04 01:00:00,25877,72.90626516115765,19454,Customer 19454,57,Address 19454,9280.959885194592,2047-11-19,0
139,1233,0,Food,57.791331120831344,0.23098037039641,2022-02-21 08:00:00,25096,81.93625367098078,19454,Customer 19454,57,Address 19454,9280.959885194592,2047-11-19,0
140,75,0,Food,87.32012538722236,0.1091512762195044,2022-01-04 02:00:00,21422,11.533493026278215,12879,Customer 12879,55,Address 12879,6972.67774657194,2029-11-18,0
141,76,0,Retail,50.69661228918987,0.3383815856612299,2022-01-04 03:00:00,20540,87.74520681150834,16000,Customer 16000,25,Address 16000,7447.257622260146,2038-06-05,0
142,1643,1,Food,63.529993172496674,0.8468528925985571,2022-03-10 10:00:00,27305,36.10461644979417,16000,Customer 16000,25,Address 16000,7447.257622260146,2038-06-05,0
143,77,0,Food,98.91747320338104,0.1141124217788109,2022-01-04 04:00:00,27047,47.72987359830082,17968,Customer 17968,23,Address 17968,2039.5069678551172,2043-10-25,0
144,1762,0,Online,27.53162273759888,0.4428415922223153,2022-03-15 09:00:00,29988,93.95187921166344,17968,Customer 17968,23,Address 17968,2039.5069678551172,2043-10-25,0
145,78,0,Retail,69.30392883017583,0.4943467069543217,2022-01-04 05:00:00,27260,53.92966187742008,18817,Customer 18817,60,Address 18817,3007.541771317168,2046-02-20,0
146,8952,0,Online,94.7471295999371,0.3802685590746517,2023-01-08 23:00:00,29649,77.01698636653975,18817,Customer 18817,60,Address 18817,3007.541771317168,2046-02-20,0
147,79,0,Food,99.84393518641424,0.2864513890921097,2022-01-04 06:00:00,25505,14.10054661485597,12715,Customer 12715,49,Address 12715,6976.709600613819,2029-06-07,0
148,3222,0,Other,35.32498245629946,0.4977378313446331,2022-05-15 05:00:00,20283,50.501826734958,12715,Customer 12715,49,Address 12715,6976.709600613819,2029-06-07,0
149,80,1,Food,70.2944156283084,0.6838719079446918,2022-01-04 07:00:00,20835,30.72541437278693,10670,Customer 10670,37,Address 10670,9664.096326430828,2023-11-01,0
150,3127,0,Other,79.08688640393916,0.1102878517043114,2022-05-11 06:00:00,25675,62.97257680880732,10670,Customer 10670,37,Address 10670,9664.096326430828,2023-11-01,0
151,3425,0,Travel,48.525551960959625,0.1515920770705757,2022-05-23 16:00:00,23956,54.16071361934526,10670,Customer 10670,37,Address 10670,9664.096326430828,2023-11-01,0
152,81,0,Online,11.087071809726693,0.187077044196492,2022-01-04 08:00:00,24121,60.550824958653806,19091,Customer 19091,54,Address 19091,1881.7161999028708,2046-11-21,0
153,82,0,Other,12.791554618991452,0.839465492679538,2022-01-04 09:00:00,23144,42.4417057036112,18744,Customer 18744,57,Address 18744,2783.9044673455905,2045-12-09,0
154,481,0,Retail,84.55994828722034,0.2464156585391641,2022-01-21 00:00:00,26393,55.251070339030456,18744,Customer 18744,57,Address 18744,2783.9044673455905,2045-12-09,0
155,83,0,Online,92.8003350162964,0.1023450900871979,2022-01-04 10:00:00,22187,50.328366861579184,18163,Customer 18163,47,Address 18163,6226.23192319908,2044-05-07,0
156,4347,0,Other,43.51397704339109,0.3190402660190465,2022-07-01 02:00:00,21372,16.027378200583556,18163,Customer 18163,47,Address 18163,6226.23192319908,2044-05-07,0
157,8039,0,Food,66.56422843894585,0.4394108646526329,2022-12-01 22:00:00,21370,53.63359263046257,18163,Customer 18163,47,Address 18163,6226.23192319908,2044-05-07,0
158,84,0,Online,25.205252651676503,0.2048052930352994,2022-01-04 11:00:00,21229,76.66434312170419,15712,Customer 15712,45,Address 15712,5148.517952375423,2037-08-21,0
159,85,0,Other,32.75525871496009,0.8513829191470459,2022-01-04 12:00:00,25995,58.49255152316621,16425,Customer 16425,32,Address 16425,3115.6585220404463,2039-08-04,0
160,86,0,Retail,84.4719920551007,0.531549616347391,2022-01-04 13:00:00,26393,42.70479472812136,17364,Customer 17364,34,Address 17364,5247.154921300575,2042-02-28,0
